horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
3,01,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-30,13.0
3,01,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-30,16.0
3,01,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-30,20.0
3,01,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-30,24.0
3,01,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-30,28.0
3,01,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-30,32.0
3,01,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-30,36.0
3,01,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-30,42.0
3,01,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-30,49.0
3,01,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-30,58.0
3,01,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-30,72.0
3,01,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-30,85.0
3,01,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-30,102.0
0,02,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-09,1.0
0,02,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-09,1.0
0,02,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-09,1.0
0,02,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-09,1.0
0,02,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-09,1.0
0,02,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-09,1.0
0,02,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-09,1.0
0,02,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-09,1.0
0,02,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-09,2.0
0,02,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-09,2.0
0,02,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-09,2.0
0,02,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-09,2.0
0,02,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-09,3.0
0,02,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-09,3.0
0,02,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-09,4.0
0,02,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-09,4.0
0,02,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-09,5.0
0,02,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-09,6.0
0,02,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-09,7.0
0,02,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-09,8.0
0,02,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-09,10.0
0,02,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-09,12.0
0,02,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-09,14.0
1,02,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-16,0.0
1,02,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-16,0.0
1,02,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,02,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,02,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,02,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,02,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,02,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,02,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,02,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,02,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,02,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-16,2.0
1,02,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-16,2.0
1,02,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-16,3.0
1,02,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-16,3.0
1,02,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-16,4.0
1,02,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-16,4.0
1,02,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-16,5.0
1,02,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-16,6.0
1,02,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-16,7.0
1,02,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-16,8.0
1,02,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-16,9.0
1,02,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-16,11.0
2,02,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,02,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,02,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,02,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,02,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,02,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,02,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,02,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,02,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,02,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,02,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-23,1.0
2,02,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-23,1.0
2,02,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-23,1.0
2,02,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,02,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-23,3.0
2,02,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-23,3.0
2,02,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-23,4.0
2,02,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-23,5.0
2,02,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-23,7.0
2,02,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-23,8.0
2,02,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-23,11.0
2,02,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-23,13.0
2,02,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-23,15.0
3,02,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-30,0.0
3,02,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-30,0.0
3,02,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-30,0.0
3,02,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-30,0.0
3,02,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-30,0.0
3,02,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-30,0.0
3,02,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-30,0.0
3,02,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-30,0.0
3,02,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-30,0.0
3,02,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-30,0.0
3,02,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-30,0.0
3,02,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-30,1.0
3,02,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-30,1.0
3,02,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-30,2.0
3,02,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-30,3.0
3,02,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-30,4.0
3,02,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-30,5.0
3,02,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-30,6.0
3,02,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-30,8.0
3,02,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-30,10.0
3,02,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-30,12.0
3,02,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-30,15.0
3,02,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-30,17.0
0,04,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-09,21.0
0,04,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-09,26.0
0,04,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-09,32.0
0,04,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-09,41.0
0,04,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-09,45.0
0,04,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-09,50.0
0,04,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-09,53.0
0,04,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-09,57.0
0,04,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-09,60.0
0,04,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-09,64.0
0,04,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-09,67.0
0,04,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-09,71.0
0,04,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-09,74.0
0,04,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-09,78.0
0,04,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-09,82.0
0,04,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-09,87.0
0,04,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-09,92.0
0,04,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-09,97.0
0,04,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-09,104.0
0,04,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-09,113.0
0,04,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-09,126.0
0,04,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-09,139.0
0,04,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-09,157.0
1,04,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-16,13.0
1,04,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-16,20.0
1,04,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-16,27.0
1,04,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-16,36.0
1,04,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-16,43.0
1,04,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-16,48.0
1,04,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-16,53.0
1,04,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-16,57.0
1,04,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-16,61.0
1,04,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-16,65.0
1,04,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-16,70.0
1,04,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-16,75.0
1,04,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-16,79.0
1,04,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-16,84.0
1,04,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-16,90.0
1,04,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-16,96.0
1,04,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-16,102.0
1,04,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-16,110.0
1,04,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-16,119.0
1,04,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-16,131.0
1,04,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-16,147.0
1,04,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-16,162.0
1,04,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-16,183.0
2,04,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-23,10.0
2,04,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-23,17.0
2,04,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-23,24.0
2,04,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-23,32.0
2,04,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-23,39.0
2,04,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-23,44.0
2,04,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-23,49.0
2,04,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-23,53.0
2,04,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-23,58.0
2,04,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-23,61.0
2,04,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-23,65.0
2,04,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-23,69.0
2,04,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-23,73.0
2,04,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-23,77.0
2,04,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-23,81.0
2,04,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-23,85.0
2,04,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-23,91.0
2,04,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-23,97.0
2,04,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-23,104.0
2,04,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-23,113.0
2,04,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-23,128.0
2,04,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-23,143.0
2,04,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-23,160.0
3,04,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-30,5.0
3,04,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-30,12.0
3,04,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-30,20.0
3,04,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-30,31.0
3,04,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-30,39.0
3,04,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-30,45.0
3,04,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-30,50.0
3,04,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-30,56.0
3,04,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-30,61.0
3,04,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-30,66.0
3,04,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-30,70.0
3,04,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-30,75.0
3,04,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-30,81.0
3,04,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-30,85.0
3,04,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-30,91.0
3,04,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-30,97.0
3,04,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-30,104.0
3,04,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-30,112.0
3,04,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-30,121.0
3,04,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-30,132.0
3,04,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-30,150.0
3,04,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-30,166.0
3,04,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-30,187.0
0,05,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-09,0.0
0,05,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-09,0.0
0,05,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-09,0.0
0,05,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-09,0.0
0,05,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-09,0.0
0,05,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-09,0.0
0,05,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-09,0.0
0,05,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-09,1.0
0,05,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-09,1.0
0,05,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-09,1.0
0,05,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-09,1.0
0,05,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-09,2.0
0,05,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-09,3.0
0,05,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-09,4.0
0,05,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-09,5.0
0,05,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-09,6.0
0,05,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-09,8.0
0,05,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-09,9.0
0,05,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-09,11.0
0,05,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-09,12.0
0,05,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-09,15.0
0,05,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-09,18.0
0,05,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-09,20.0
1,05,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-16,0.0
1,05,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-16,0.0
1,05,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-16,0.0
1,05,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-16,0.0
1,05,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,05,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,05,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,05,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,05,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-16,2.0
1,05,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-16,2.0
1,05,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-16,2.0
1,05,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-16,3.0
1,05,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-16,4.0
1,05,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-16,6.0
1,05,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-16,7.0
1,05,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-16,9.0
1,05,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-16,11.0
1,05,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-16,13.0
1,05,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-16,16.0
1,05,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-16,19.0
1,05,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-16,23.0
1,05,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-16,27.0
1,05,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-16,33.0
2,05,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,05,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,05,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,05,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-23,1.0
2,05,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-23,1.0
2,05,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-23,1.0
2,05,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,05,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,05,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,05,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,05,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-23,3.0
2,05,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-23,3.0
2,05,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-23,4.0
2,05,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-23,6.0
2,05,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-23,7.0
2,05,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-23,9.0
2,05,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-23,11.0
2,05,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-23,13.0
2,05,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-23,15.0
2,05,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-23,18.0
2,05,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-23,22.0
2,05,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-23,26.0
2,05,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-23,31.0
3,05,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-30,0.0
3,05,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-30,0.0
3,05,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-30,0.0
